Sample,Sample_source_name,OGT,OGA
GSM494556,Lung Cancer 2T,-1.4003619057321146,0.08388067596646397
GSM494557,Lung Cancer 3T,1.2560834342470812,0.6185396233624703
GSM494558,Lung Cancer 6T,2.5425786004383153,2.862386524785497
GSM494559,Lung Cancer 17T,-0.6290496817529555,-0.6955973961925439
GSM494560,Lung Cancer 32T,0.17540427596146502,-0.1499649659104519
GSM494561,Lung Cancer 33T,2.4166209082630257,0.49057116208850093
GSM494562,Lung Cancer 37T,-0.0689282973449341,-0.0024362852684723935
GSM494563,Lung Cancer 40T,0.05183458145028463,0.19081801601869597
GSM494564,Lung Cancer 43T,0.7967465727920955,1.0707448083544526
GSM494565,Lung Cancer 79T,-0.7503305723491517,-1.372356563804332
GSM494566,Lung Cancer 91T,0.39659164113881773,0.9463731184058153
GSM494567,Lung Cancer 92T,-0.18152422412889788,0.5190900063316438
GSM494568,Lung Cancer 94T,0.23379265577018377,0.08103323200057246
GSM494569,Lung Cancer 97T,1.0363068246128357,1.358214536302402
GSM494570,Lung Cancer 102T,0.16126365594738712,0.24943761781936802
GSM494571,Lung Cancer 103T,2.075133568453041,2.120141696531319
GSM494572,Lung Cancer 106T,0.6655316119132081,0.7862057829678805
GSM494573,Lung Cancer 109T,-0.8214782073693248,-0.6807884673407143
GSM494574,Lung Cancer 114T,-0.2817099107446229,-1.3950473063629103
GSM494575,Lung Cancer 115T,-0.18057637274837568,-1.1007781264496277
GSM494576,Lung Cancer 116T,-0.23343929334660193,0.7487505161417348
GSM494577,Lung Cancer 117T,-0.734621221561879,-1.003176850238763
GSM494578,Lung Cancer 118T,-0.29638691177248566,-0.9029168495451327
GSM494579,Lung Cancer 119T,-0.6083439050838576,-0.1437039195293231
GSM494580,Lung Cancer 120T,-0.9139304553959041,-0.41436651233359095
GSM494581,Lung Cancer 121T,-1.3133542923797026,-1.517920341592657
GSM494582,Lung Cancer 122T,0.5472008168928185,-1.67477953550297
GSM494583,Lung Cancer 123T,-1.0824018536774322,-0.8915936805579784
GSM494584,Lung Cancer 124T,-0.2867614442648524,-1.1410364326573954
GSM494585,Lung Cancer 125T,0.6409462575005731,-0.0688266893152314
GSM494586,Lung Cancer 126T,-0.01483463948904664,-0.39718748879670357
GSM494587,Lung Cancer 127T,-0.2539503563600112,-0.5120788000051147
GSM494588,Lung Cancer 129T,0.04507838498213874,-0.7574030269141038
GSM494589,Lung Cancer 130T,2.3607711536633844,1.2021990294930924
GSM494590,Lung Cancer 131T,-0.09546078831444925,1.0431584603808401
GSM494591,Lung Cancer 132T,3.1159037750075744,1.8356304240099082
GSM494592,Lung Cancer 133T,0.22484684913617833,-1.0174751263715691
GSM494593,Lung Cancer 134T,1.3982427721127038,-0.618189104675442
GSM494594,Lung Cancer 135T,-0.1707782346404101,0.4711885610575444
GSM494595,Lung Cancer 136T,-1.2643746233675723,-2.120695921248655
GSM494596,Lung Cancer 137T,1.4166377018114513,-0.8213345271072757
GSM494597,Lung Cancer 139T,0.6162800785516188,2.155110306638707
GSM494598,Lung Cancer 142T,-0.3099433908194978,-0.6295344759547311
GSM494599,Lung Cancer 143T,0.6752746423827675,-0.7686429373057675
GSM494600,Lung Cancer 144T,1.962284146532424,1.4819201574870922
GSM494601,Lung Cancer 145T,-0.7793392332042242,-0.46320045387722303
GSM494602,Lung Cancer 146T,0.20426598311412988,-0.1670829331439785
GSM494603,Lung Cancer 148T,-0.6451925459623218,-0.37601760324914596
GSM494604,Lung Cancer 149T,-0.5562084053125421,-0.40904351279502116
GSM494605,Lung Cancer 152T,0.49580375947609784,0.45440917877903136
GSM494606,Lung Cancer 154T,-1.1507647160370018,-0.9356208258550955
GSM494607,Lung Cancer 156T,-0.05969593099123481,0.29312617816147896
GSM494608,Lung Cancer 157T,-0.9190554657673334,-0.8175434857257915
GSM494609,Lung Cancer 158T,-0.7168214543578753,-0.37849870939486535
GSM494610,Lung Cancer 159T,-0.5584016893209605,-0.5672015407950416
GSM494611,Lung Cancer 165T,0.046474445155001154,-1.461010316286129
GSM494612,Lung Cancer 167T,1.6611833579863406,-1.3884365738807005
GSM494613,Lung Cancer 177T,2.6728273407238787,0.4738972406976108
GSM494614,Lung Cancer 179T,1.4147603682632086,-0.831947222746223
GSM494615,Lung Cancer 189T,0.257106860656994,1.1809125819118445
GSM494616,Lung Normal 2N,1.3182926103183683,1.7225874536214636
GSM494617,Lung Normal 3N,0.5607205575142337,1.2808006942122763
GSM494618,Lung Normal 6N,0.29274313349060815,0.6491232807738596
GSM494619,Lung Normal 17N,-0.4486125782529642,-0.180787297962258
GSM494620,Lung Normal 32N,0.14381657762916167,-0.10142520473756873
GSM494621,Lung Normal 33N,0.3057522099961554,-0.36965664655342545
GSM494622,Lung Normal 37N,-0.8272277709759834,0.5864018055018656
GSM494623,Lung Normal 40N,0.18853826311405578,-0.17973823965903493
GSM494624,Lung Normal 43N,0.05739310524381542,-0.3838439112255625
GSM494625,Lung Normal 79N,-0.2002020397047806,-0.32176075185235736
GSM494626,Lung Normal 91N,0.5326193357715218,2.105460430859245
GSM494627,Lung Normal 92N,-0.9818524566482509,0.40957720039213685
GSM494628,Lung Normal 94N,0.035588849649229086,0.4693957259679097
GSM494629,Lung Normal 97N,-1.0613397142799994,-0.16773235018882723
GSM494630,Lung Normal 102N,-0.7589898192634613,-0.5995280781387673
GSM494631,Lung Normal 103N,0.7763861373236506,0.5592261999326898
GSM494632,Lung Normal 106N,-0.5476299829345557,0.301113452755848
GSM494633,Lung Normal 109N,-0.20880250513812915,-0.579235183130408
GSM494634,Lung Normal 114N,0.31446289070630673,-0.5416522531245119
GSM494635,Lung Normal 115N,-0.6234176811082149,-0.8862151752890741
GSM494636,Lung Normal 116N,-1.3210803832837328,0.03842148282684812
GSM494637,Lung Normal 117N,-1.491484222751912,-0.4496293028117325
GSM494638,Lung Normal 118N,-0.25706210100847204,-0.04572520435221394
GSM494639,Lung Normal 119N,-0.7004838764928184,0.13583403955459178
GSM494640,Lung Normal 120N,-1.5920850535769353,-0.12123519989206066
GSM494641,Lung Normal 121N,-0.9752652569378708,-1.2571044653487848
GSM494642,Lung Normal 122N,-0.0025566576529708744,-0.26970747794963285
GSM494643,Lung Normal 123N,-2.1146707885477434,-0.7269026280982102
GSM494644,Lung Normal 124N,-1.3167525967478573,-1.0598648526239751
GSM494645,Lung Normal 125N,-0.9178284023522368,-0.1444643480348334
GSM494646,Lung Normal 126N,-0.6015803609305943,0.09666919623431185
GSM494647,Lung Normal 127N,-0.5140253450367154,-0.08104350056068503
GSM494648,Lung Normal 129N,-0.5969109070366206,-0.2627248570742197
GSM494649,Lung Normal 130N,1.862476865700394,1.4618270831079212
GSM494650,Lung Normal 131N,0.5316972012889204,2.2053540937327005
GSM494651,Lung Normal 132N,1.313226381427902,2.4494682957205187
GSM494652,Lung Normal 133N,-0.010216619390918617,-0.5946102704316006
GSM494653,Lung Normal 134N,-0.35006175157651437,-0.7932486275607045
GSM494654,Lung Normal 135N,-0.24363053260850542,0.17938938614391622
GSM494655,Lung Normal 136N,-0.48213639161447547,-0.8833066750198292
GSM494656,Lung Normal 137N,0.13221090898159626,2.0504598026760448
GSM494657,Lung Normal 139N,0.3269870199939147,0.5789973410759508
GSM494658,Lung Normal 142N,-0.7065493905596545,-1.18199411106731
GSM494659,Lung Normal 143N,-0.6513205153526815,-0.39098194814589693
GSM494660,Lung Normal 144N,2.304704642352688,2.0944702962540607
GSM494661,Lung Normal 145N,-1.4367366209203158,0.9218617878924462
GSM494662,Lung Normal 146N,-1.325220803849041,-0.0641420056754479
GSM494663,Lung Normal 148N,-1.5421832500822017,-1.2298011965998539
GSM494664,Lung Normal 149N,-0.39948228169586364,0.1324814934427079
GSM494665,Lung Normal 152N,0.596985057425632,0.03925961935481786
GSM494666,Lung Normal 154N,-0.29251100787151113,0.8414783892296974
GSM494667,Lung Normal 156N,-0.7569875750681729,-0.07315058570787647
GSM494668,Lung Normal 157N,-0.7569067505318439,-0.32344257548132804
GSM494669,Lung Normal 158N,-0.3572294184113937,-0.5019268019279026
GSM494670,Lung Normal 159N,0.19923649264926452,-0.6148088056983946
GSM494671,Lung Normal 165N,-0.12970834866031844,-0.9394507212478082
GSM494672,Lung Normal 167N,0.437962782208844,-1.1758718290120038
GSM494673,Lung Normal 177N,-0.5327913328340447,-0.6753378046223844
GSM494674,Lung Normal 179N,-0.25318619710749557,0.11264929599608614
GSM494675,Lung Normal 189N,1.7691612646721784,2.625438112583184
