Sample,Sample_source_name,OGT,OGA
GSM1045191,"Breast tissue, normal",-0.5810591056804932,0.4761916056174221
GSM1045192,"Breast tissue, normal",-1.5388743100447273,-2.682801307388734
GSM1045193,"Breast tissue, normal",-0.47113096067484905,-0.5523493600279283
GSM1045194,"Breast tissue, normal",-0.4576904442820615,-0.135174520808183
GSM1045195,"Breast tissue, normal",-0.6022302017667635,0.7428786468609674
GSM1045196,"Breast tissue, normal",-0.8028688021259315,0.008869808235681403
GSM1045197,"Breast tissue, normal",-1.4421001559903979,-0.6931121712874998
GSM1045198,"Breast tissue, normal",-1.355488682298931,-0.31336361770177124
GSM1045199,"Breast tissue, normal",-1.1563802120472486,-0.3152658874639312
GSM1045200,"Breast tissue, normal",-1.030743489348411,-2.051460072565635
GSM1045201,"Breast tissue, normal",-0.8711149131416056,-2.249649223014124
GSM1045202,"Breast tissue, normal",-0.4993324865375244,0.18762650934164724
GSM1045203,"Breast tissue, normal",-1.3501082104869389,0.5148083829431973
GSM1045204,"Breast tissue, normal",-0.6237581091752455,1.2884201721942155
GSM1045205,"Breast tissue, normal",-0.18715159076752955,-0.3416241720689451
GSM1045206,"Breast tissue, normal",-1.6084645891216791,-1.00449202562213
GSM1045207,"Breast tissue, normal",-1.3421421621134455,-0.21733242005197556
GSM1045208,"Breast tissue, cancer",0.2017459453188957,1.5567906185561937
GSM1045209,"Breast tissue, cancer",-2.579253833456062,-1.9224695177077753
GSM1045210,"Breast tissue, cancer",-0.5221806622351088,0.13979217393782833
GSM1045211,"Breast tissue, cancer",-1.9709214032619187,-1.3590414984607022
GSM1045212,"Breast tissue, cancer",-0.027078246422148528,-1.0918046389330514
GSM1045213,"Breast tissue, cancer",-0.41225856961392215,-0.6668403161007498
GSM1045214,"Breast tissue, cancer",1.4929095158258705,1.326150556849666
GSM1045215,"Breast tissue, cancer",0.2024109342346035,0.5940588636631396
GSM1045216,"Breast tissue, cancer",0.8101686212689643,-0.010125074529136762
GSM1045217,"Breast tissue, cancer",-1.3775890319735957,-2.098177521163535
GSM1045218,"Breast tissue, cancer",-0.2084990401874613,-0.7109090646951323
GSM1045219,"Breast tissue, cancer",0.3305373818121147,0.07555630041277656
GSM1045220,"Breast tissue, cancer",1.227591065056195,0.6236301557341294
GSM1045221,"Breast tissue, cancer",-1.3057204033222718,-0.5798081037615352
GSM1045222,"Breast tissue, cancer",-0.2482177861666741,-0.5617225992983783
GSM1045223,"Breast tissue, cancer",-0.3535636132078985,0.2365699355013
GSM1045224,"Breast tissue, cancer",-2.1536858825089418,-2.025479900394546
GSM1045225,"Breast tissue, cancer",1.6923062508324325,0.16612162236943023
GSM1045226,"Breast tissue, cancer",0.6536289105248396,0.3233468166869258
GSM1045227,"Breast tissue, cancer",-1.5406863723822057,-1.1336819539972331
GSM1045228,"Breast tissue, cancer",-0.5583458544980724,0.6490268762635327
GSM1045229,"Breast tissue, cancer",-0.05521599746001273,-0.43099308871044223
GSM1045230,"Breast tissue, cancer",1.0814469332354801,0.30674748909046945
GSM1045231,"Breast tissue, cancer",0.8271237653725099,0.5587648903447336
GSM1045232,"Breast tissue, cancer",0.6782573443060652,0.844867531209417
GSM1045233,"Breast tissue, cancer",0.27570696019903107,-0.8865469377440838
GSM1045234,"Breast tissue, cancer",0.12266138793422542,-0.5799323809703041
GSM1045235,"Breast tissue, cancer",1.533026973091046,0.8504093297765769
GSM1045236,"Breast tissue, cancer",1.1713988026271172,-0.0003604942715138749
GSM1045237,"Breast tissue, cancer",-0.20143796180142765,0.6939425556569818
GSM1045238,"Breast tissue, cancer",-1.0152963021599288,-0.4175664791418698
GSM1045239,"Breast tissue, cancer",0.16222793606454727,-0.04105857515626748
GSM1045240,"Breast tissue, cancer",0.07804818674994657,0.17143905970707962
GSM1045241,"Breast tissue, cancer",0.23316183695493276,0.674409911150439
GSM1045242,"Breast tissue, cancer",-1.871214869717289,-0.6249963765617683
GSM1045243,"Breast tissue, cancer",-0.6240333884600046,-0.33433994329267036
GSM1045244,"Breast tissue, cancer",0.9884136644612643,0.8500636466480569
GSM1045245,"Breast tissue, cancer",-0.35085225359658273,0.24803861655666143
GSM1045246,"Breast tissue, cancer",-0.630719123117418,-1.2835855683881832
GSM1045247,"Breast tissue, cancer",0.6386835426697306,1.1529702118598384
GSM1045248,"Breast tissue, cancer",0.7440761645958535,-1.713153108339496
GSM1045249,"Breast tissue, cancer",0.4410706462428624,0.5110606866969224
GSM1045250,"Breast tissue, cancer",-1.018371507008874,-2.3016690905891406
GSM1045251,"Breast tissue, cancer",1.408265014329545,1.0210347531548876
GSM1045252,"Breast tissue, cancer",-1.00350431314433,-1.5506809695584283
GSM1045253,"Breast tissue, cancer",-0.179363559678648,-0.36449371625392823
GSM1045254,"Breast tissue, cancer",-0.5352883434797856,-0.4965141154577374
GSM1045255,"Breast tissue, cancer",-0.8435743578167585,-0.18384808408103498
GSM1045256,"Breast tissue, cancer",-0.92255913505592,0.08970987813365018
GSM1045257,"Breast tissue, cancer",-1.86161145722462,-0.5988388707856247
GSM1045258,"Breast tissue, cancer",0.29391626776776697,0.30873728368301945
GSM1045259,"Breast tissue, cancer",-0.3322384167606419,0.2466325449556029
GSM1045260,"Breast tissue, cancer",-0.9938181929599701,-0.5414516104742358
GSM1045261,"Breast tissue, cancer",1.5284616571555307,-0.4962722551697628
GSM1045262,"Breast tissue, cancer",-0.5538891909475546,-0.6851809960167848
GSM1045263,"Breast tissue, cancer",-0.17323392506976704,-0.6434539136211854
GSM1045264,"Breast tissue, cancer",-0.29927003004025493,-0.9762527772209942
GSM1045265,"Breast tissue, cancer",1.5341660983729017,1.2506656188823617
GSM1045266,"Breast tissue, cancer",1.7116580521247255,2.0285918019232265
GSM1045267,"Breast tissue, cancer",0.6322471818442205,0.7701162134697693
GSM1045268,"Breast tissue, cancer",0.014652712091646971,1.1179828993653467
GSM1045269,"Breast tissue, cancer",0.7878944218532521,0.5690178987469428
GSM1045270,"Breast tissue, cancer",1.2124911560996938,-0.7223345720942853
GSM1045271,"Breast tissue, cancer",0.5878037062558039,1.9258415305522696
GSM1045272,"Breast tissue, cancer",0.5733389143583771,0.016569370428352072
GSM1045273,"Breast tissue, cancer",0.16247140174013083,-0.5459073975375839
GSM1045274,"Breast tissue, cancer",-0.3606798758788949,1.6082263846518052
GSM1045275,"Breast tissue, cancer",2.6290128265266097,0.4486427246857647
GSM1045276,"Breast tissue, cancer",0.324610733107475,-1.4275057984530384
GSM1045277,"Breast tissue, cancer",0.5245333343062923,-0.07554652691269922
GSM1045278,"Breast tissue, cancer",0.3066577626012774,-0.5771376191749804
GSM1045279,"Breast tissue, cancer",0.3151243920251096,0.367749340058483
GSM1045280,"Breast tissue, cancer",0.7109294973420175,0.495903750021646
GSM1045281,"Breast tissue, cancer",1.326633443869491,1.8198285025825205
GSM1045282,"Breast tissue, cancer",2.5191472788724423,0.3338457831596572
GSM1045283,"Breast tissue, cancer",0.5648506756611562,0.9834645755262074
GSM1045284,"Breast tissue, cancer",0.1272319306455532,1.233026426270656
GSM1045285,"Breast tissue, cancer",-0.17765521348560534,0.14537334676330627
GSM1045286,"Breast tissue, cancer",1.1826288801096947,1.5938556284608916
GSM1045287,"Breast tissue, cancer",-0.17497300562971058,0.408017692970469
GSM1045288,"Breast tissue, cancer",-1.029727923404314,-1.8205182974129737
GSM1045289,"Breast tissue, cancer",1.2734359137440265,1.4500767350966035
GSM1045290,"Breast tissue, cancer",0.2147216788652356,0.7950310613053728
GSM1045291,"Breast tissue, cancer",-0.04975895687766998,-1.5533687824833649
GSM1045292,"Breast tissue, cancer",0.2838658865529371,0.6083994139148475
GSM1045293,"Breast tissue, cancer",-0.7395726874025064,-0.6084294897855643
GSM1045294,"Breast tissue, cancer",0.7662267389265677,1.116351347091677
GSM1045295,"Breast tissue, cancer",-0.34309737626916015,0.3395036478504798
GSM1045296,"Breast tissue, cancer",1.9434745409227205,0.5972814129296848
GSM1045297,"Breast tissue, cancer",0.3967849318114784,0.4286494779056387
GSM1045298,"Breast tissue, cancer",-0.22182139475323323,0.1236062132226638
GSM1045299,"Breast tissue, cancer",0.5768067807075299,-0.20532241366097484
GSM1045300,"Breast tissue, cancer",1.4261090785572395,1.532665505286602
GSM1045301,"Breast tissue, cancer",-0.38045231945024305,-0.5252772912664195
GSM1045302,"Breast tissue, cancer",0.16079704635149858,-0.85473038875786
GSM1045303,"Breast tissue, cancer",0.8054647670588009,1.5846050177739266
GSM1045304,"Breast tissue, cancer",0.3703083066737091,0.5784055656163587
GSM1045305,"Breast tissue, cancer",-1.2943473970525756,-1.337026173470436
GSM1045306,"Breast tissue, cancer",-1.352500916344403,-0.4743690061593649
GSM1045307,"Breast tissue, cancer",0.9585431518750709,0.8589165426313334
GSM1045308,"Breast tissue, cancer",0.8856522786072337,1.4960716838023462
GSM1045309,"Breast tissue, cancer",0.943274341632001,1.6902644389005053
GSM1045310,"Breast tissue, cancer",1.3224121177643677,0.46544409774392986
GSM1045311,"Breast tissue, cancer",-0.12448915160139307,0.3746889926332024
